codigo sap,nombre del equipo,numero de rodamiento lado acople,numero de acople aldo ventilador,diametro ventilador,equipo,potencia,rpm,area
113088,Bba de transferencia D4,6313 ,6312,34.5 Cm,MOTOR ELECTRICO,40 HP,870,TRATAMIENTO
113085,bba tranferencia (C6/D1),6313,6313,34 Cm,MOTOR ELECTRICO,40,1190,TRATAMIENTO
113084,Bba de transferencia D3,6313,6313,34 cm ,MOTOR ELECTRICO,40 HP ,1190,TRATAMIENTO
113083,Transferencia E3,6316,6314,30.8 cm,MOTOR ELECTRICO,50,885,TRATAMIENTO
113083,Transferencia E3,6316,6314,30.8,MOTOR ELECTRICO,50,885,TRATAMIENTO
113080,Transferencia B1,6217,6214,28.5 cm,MOTOR ELECTRICO,60,890,TRATAMIENTO
113077,Transferencia C1,6316,6314,31 cm,MOTOR ELECTRICO,50,885,TRATAMIENTO
113075,Bba #2 tranferencia paralelo efecto B,6316,6314,31 cm,MOTOR ELECTRICO,60,885,TRATAMIENTO
113071,Bba #2 quíntuple efecto A,Nu318,6316,31 cm,MOTOR ELECTRICO,100,885,TRATAMIENTO
113070,Bba quíntuple efecto #3,6318,6316,31 cm,MOTOR ELECTRICO,65,885,TRATAMIENTO
113052,Bomba 2 de jugo prensado,6310,6210,25cm,MOTOR ELECTRICO,20hp,1175,TRATAMIENTO
112931,Bba 3 enfriamiento hidráulico mol TB,6311,6208,"6""",MOTOR ELECTRICO,25,3525,EXTRACCION
112930,Bba 2 enfriamiento hidráulico molinos aux,6311,6211,"8.5""",MOTOR ELECTRICO,25,3525,EXTRACCION
112929,Bba 1 enfriamiento hidráulicos TA,6311,6208,"6""",MOTOR ELECTRICO,25,3525,EXTRACCION
112928,Bba de Maceración 4,6313,6212,"10""",MOTOR ELECTRICO,40,985,EXTRACCION
112890,Baja pureza # 1 de 2da,6312,6212,"14""",MOTOR ELECTRICO,40 hp,1770,RA
112886,M. Bba de vacío #4 tacho refinería,6312,6212,10 pulgadas ,MOTOR ELECTRICO,40,1770,RA
112871,Precuchilla T A ,6230,6230,25' pulg,MOTOR ELECTRICO,1750,1783,EXTRACCION
112868,Pre picadora TB,NU224,6320,22' pulgadas.,MOTOR ELECTRICO,1250,1784,EXTRACCION
112855,Grúa de volteo 1 TB,6316,6312,12,MOTOR ELECTRICO,100,1775,EXTRACCION
112842,Motor 1 de vacio de tacho continuo 2B,6316-2Z,6313-2Z,12 pulgadas,MOTOR ELECTRICO,75 HP,1180,RA
112837,Bba imbibicion 1 TA,6312,6210,"8""",MOTOR ELECTRICO,40,1770,EXTRACCION
112835,Bba. Vacío tacho 8 ,6314,6310,13”,MOTOR ELECTRICO,40 HP,1185,RA
112833,Bba Transferencia E1,6313,6312,41 cm,MOTOR ELECTRICO,50,885,TRATAMIENTO
112816,Retorno agua caliente a secadora ,6312,6212,10”,MOTOR ELECTRICO,40,1770,RA
112814,ME DC Molino #5 TA,6332,6330,25 1/4 pulgas ,MOTOR ELECTRICO,895 KW,850,EXTRACCION
112810,Rastra saca basura TB,6312,6310,"11""",MOTOR ELECTRICO,40,1775,EXTRACCION
112810,Rastra saca basura TB,6312,6310,"11""",MOTOR ELECTRICO,40,1770,EXTRACCION
112783,Grúa Volteo 2 TA,6316,6312,12,MOTOR ELECTRICO,100Hp,1775,EXTRACCION
112782,Grúa de Volteo 1 TA,6316,6312,12,MOTOR ELECTRICO,100 Hp,1775,EXTRACCION
112588,Conductor de carbón # 4,6307,6206,0.8,MOTOR ELECTRICO,10,1770,CALDERAS
111332,Centrifuga 5 de tacho continuo 2A,6218/C3,6218/C3VLO241,18 pulgadas,MOTOR ELECTRICO,308HP,889,RA
111329,Centrifuga 4 tacho continuo 2A,6218/C3,6218/C3VLO241,18 pulgadas,MOTOR ELECTRICO,308HP,889,RA
111326,Centrifuga 3 de tacho continuo 2A,6218/C3,6218/C3VLO241,18 pulgadas,MOTOR ELECTRICO,308 HP,889,RA
111299,Centrifuga 4 BMA tacho continuo 1A,6322/C3,6316/C3VLO241,15 pulgadas,MOTOR ELECTRICO,200 KW,893,RA
111297,Centrifuga 3 BMA tacho continuo 1A,6322/C2,6316/C3VLO241,15 pulgadas,MOTOR ELECTRICO,200 KW,893,RA
111293,Centrifuga 1 BMA tacho continuo 1A,6322/C3,6322/C3VLO241,18 pulgadas,MOTOR ELECTRICO,382HP,893,RA
111285,Centrifuga 9 de tercera ,6217,6217,"12""",MOTOR ELECTRICO,135Hp,1775,RA
111279,Centrífugas 7 de tercera ,6317,6317,14”,MOTOR ELECTRICO,101kw ,1775,RA
111276,Centrífugas 11 de segunda ,6316,6316,11”,MOTOR ELECTRICO,100,1785,RA
111274,Centrifuga 6 de segunda ,6316zz,6313zz,"12""",MOTOR ELECTRICO,100hp,1775,RA
111272,Centrífuga 5 de segunda ,6316,6316,12”,MOTOR ELECTRICO,100,1785,RA
111270,Centrífuga 3 de tercera ,6317,6317,16,MOTOR ELECTRICO,120hp,1785,RA
111268,Centrífuga 2 de tercera ,6319,6314,13,MOTOR ELECTRICO,125,1780,RA
111257,Centrifuga 4 de segunda ,6316,6316,"12""",MOTOR ELECTRICO,100 HP,1785,RA
111253,Agitador tacho 15,6316,6316,12”,MOTOR ELECTRICO,100 HP,1785,RA
111251,Centrifuga 8 de segunda ,6312,6210,"7""",MOTOR ELECTRICO,50,1780,RA
111239,ME Centrifuga 2 de Segunda,6311,6211,"11""",MOTOR ELECTRICO,50hp,1775,RA
111237,Centrífuga 1 de segunda ,6311,6311,"10""",MOTOR ELECTRICO,50,1775,RA
111235,Bba 2 condensados tachos ,6312,6309,10,MOTOR ELECTRICO,50 hp,1765,RA
109559,Bba hidráulica #1,6206,6205,10,MOTOR ELECTRICO,5,1740,TRATAMIENTO
109536,Bba hidráulica #2,6206,6205,10,MOTOR ELECTRICO,5,1740,TRATAMIENTO
108956,Bba de meladura no clarificada #1,6209,6209,24 CM,MOTOR ELECTRICO,20,1780,RA
100697,Bba meladura por sulfitar #1,6312,6312,24,MOTOR ELECTRICO,40,1775,TRATAMIENTO
100697,BBa meladura por sulfitar #1,6312,6312,24 cm,MOTOR ELECTRICO,40,1775,TRATAMIENTO
100173,Motor bomba vacío # 2 refinería ,6311zz,6211zz,7 .1/2  ventilador  de plastico,MOTOR ELECTRICO,25 Hp,1165,RA
100173,Motor bomba vacío # 2  refineria,6311zz,6211zz,7 .1/2   de plastico,MOTOR ELECTRICO,25   Hp,1165,RA
100172, Motor  conductor   de  azucar faja #3  refinería ,6308 zz,6308 zz,"8"" plastico",MOTOR ELECTRICO, 7. 1/2,1760,RA
100168,Motor bomba  # 1,6310zz,6208 zz,"8 ""  de plastico",MOTOR ELECTRICO,20 Hp,3526,RA
100168,Motor Bba condensado filtro banda #1,6309,6209,5 pulgadas ,MOTOR ELECTRICO,20,3520,RA
100094,Transferencia C2,6313,6313,24.5 cm,MOTOR ELECTRICO,40 HP,890,TRATAMIENTO
100090,Bba floculante clarificador de meladura #4,6306,6205,10,MOTOR ELECTRICO,2,1710,TRATAMIENTO
100082,Bba de ácido fosfórico #2,6205,6204,10,MOTOR ELECTRICO,0.75,885,TRATAMIENTO
11297,Centrifuga 3 BMA tacho continuo 1A,6322/C3,6316/C3VLO241,15 pulgadas,MOTOR ELECTRICO,200 KW,893,RA
113968,Bba 4 condensados Tq salchicha ,6320,6320,"12""",MOTOR ELECTRICO,125,1775,CALDERAS
136931,Inducido caldera 7,324- C3,6319C3,"14""",MOTOR ELECTRICO,700 HP,893,CALDERAS
136376,Bomba 3  agua spray colector de Hollin ,6320,6320,"11""",MOTOR ELECTRICO,125,1775,CALDERAS
121707,ME  bba 1 licor no tratado ,6312,6312,8 pulgadas ,MOTOR ELECTRICO,50 hp ,1780,RA
123086,ME Bba 1 tanque de Floculante ,6304,6304,5 pulgadas ,MOTOR ELECTRICO,1 hp ,1751,RA
138805,ME Bba 2 tanque Fooculante ,6204,6204,5 pulgadas ,MOTOR ELECTRICO,1 hp ,1750,RA
113049,Bba 1 jugo filtrado filtros 3 y 4 ,6310,6210,6 pulgadas ,MOTOR ELECTRICO,20,1170,TRATAMIENTO
122517,Bba  2 jugo filtrado filtros 5 y 6,6311,6309,7 pulgadas ,MOTOR ELECTRICO,25 ,1170,TRATAMIENTO
123912,Bba 1 jugo filtrado filtros 5 y 6 ,6311,6309 ,7 pulgadas ,MOTOR ELECTRICO,25,1170,TRATAMIENTO
121758,Agitador tanque de espuma ,6306,6306,6 pulgadas ,MOTOR ELECTRICO,6.6 hp,1772,RA
136687,Raspador de espuma clarificador ,6303,6203,4 pulgadas ,MOTOR ELECTRICO,1/2 hp ,1700,RA
136688,Central clarificador de licor ,6306,6205,5.5 pulgadas ,MOTOR ELECTRICO,"1,1/2 hp",1740,RA
130883,Motor #1 de Robot=conductor llenadora de sacos línea 12 ,6306,6304,5 pulgadas ,MOTOR ELECTRICO,1 hp,1751,RA
130886,Cosedora de sacos línea 12,6205,6304,5 pulgadas ,MOTOR ELECTRICO,1 HP ,1751,RA
130889,Conductor volteador de sacos línea 12 ,6304,6304,5 pulgadas ,MOTOR ELECTRICO,1 HP ,1751,RA
130898,Conductor codificadora línea 12 ,6306,6205,5 pulgadas ,MOTOR ELECTRICO,1.5 hp ,1680,RA
130847,Conductor codificadora línea 2,6204,6203,5 pulgadas ,MOTOR ELECTRICO,1.5 ,1720,RA
137405,Motor bomba jugo Limpio..#2,6317 C/3 ,6313 C/3,"10 "" de plastico",MOTOR ELECTRICO,100 Hp,1780,RA
137403,Motor bomba  jugo Limpio Refineria ,6317 C/,6313 C /3,"10"" plastico",MOTOR ELECTRICO,100 Hp,1780,RA
135823,Motor Ventilador Scruber Refineria ,6313 C/3,6212 C/3,"11 "" de plastico",MOTOR ELECTRICO,55. Kw..73.7  Hp,1781,RA
135104,Motor bomba #1 jugo Claro Scruber polvillo Refineria ,6309zz ,6209.zz,"6 ""  de plastico",MOTOR ELECTRICO,15 Kw   (20  HP ),1780,RA
122519,Bba 1 de jugo filtrado filtro 7 y 8 ,6311 ,6309 ,7 pulgadas ,MOTOR ELECTRICO,25 ,1170,TRATAMIENTO
113048,Bba 1 de jugo prensado ,6312,6212 ,11 pulgadas ,MOTOR ELECTRICO,25,1180,TRATAMIENTO
132355,Bba 1 limpieza de telas jugo jugo claro ,6314,6314,14 Cm ,MOTOR ELECTRICO,60,3560,TRATAMIENTO
123815,Bba 2 de soda calentadores ,6311,6210,7 pulgadas ,MOTOR ELECTRICO,25,1780,TRATAMIENTO
138974,Bba de agua serpentines evaporadores ,6311,6210,25 cm,MOTOR ELECTRICO,30,1760,TRATAMIENTO
121930,Bba de agua sistema antiguo contraincendios ,6311,6211,20 cm,MOTOR ELECTRICO,25,1525,TRATAMIENTO
122421,Bba 1 de ácido fósforico a clari melad 1,6205,6204,10 cm,MOTOR ELECTRICO,1 ,825,TRATAMIENTO
137073,Bba de inyección melador E4,6220,6220,40 cm,MOTOR ELECTRICO,250,1190,TRATAMIENTO
113071,Bba 2 transferencia quíntuple efecto A,Nu318,6316,31 cm,MOTOR ELECTRICO,100,885,TRATAMIENTO
100090,Bb floculante clarificador de meladura 4,6306,6205,10 cm,MOTOR ELECTRICO,2,1710,TRATAMIENTO
122432,Bba floculante clarificador de meladura 1,6306,6205,10,MOTOR ELECTRICO,2,1710,TRATAMIENTO
122435,Bba floculante clarificador de meladura 2,6306,6205,10,MOTOR ELECTRICO,2,1710,TRATAMIENTO
122438,Bba floculante clarificador de meladura 3,6306,6205,10,MOTOR ELECTRICO,2,1710,TRATAMIENTO
122388,Bba 3 sacarato clarificador de meladura ,6306,6205,12.5 cm,MOTOR ELECTRICO,2,1710,TRATAMIENTO
138971,Bba 1 sacarato clarificador de meladura ,6306,6205,12.5 cm,MOTOR ELECTRICO,2,1710,TRATAMIENTO
138972,Bba 2 sacarato clarificador meladura ,6306,6205,10,MOTOR ELECTRICO,3,1710,TRATAMIENTO
120406,Motor bomba agua dulce Derretido #1 refineria ,6312 zz,6311 zz,0.5,MOTOR ELECTRICO,40 Hp,1775,RA
114625,Motor hidráulico 3 #1,6220 + 7220B,6218,"18""",MOTOR ELECTRICO,360 KW,1780,EXTRACCION
114628,Motor hidráulico Mol. 4 # 1,6220 + 7220B,6218,"18""",MOTOR ELECTRICO,360KW,1780,EXTRACCION
114629,Motor hidráulico 5 TB #1,6220 + 7220B,6218,"18""",MOTOR ELECTRICO,360,1780,EXTRACCION
124386,Motor hidráulico 3 TB #2,6220 y 7220B,6218,"18""",MOTOR ELECTRICO,180KW,1780,EXTRACCION
124385,Motor hidráulico 4 TB #2,6220 + 7220B,6218,"18""",MOTOR ELECTRICO,180KW,1780,EXTRACCION
124384,Motor hidráulico 5 TB #2,6220 + 7220B,6218,"18""",MOTOR ELECTRICO,180KW,1780,EXTRACCION
121572,Motor Planetario 6 TB masa cañera,6220,6220 VLO241,"18""",MOTOR ELECTRICO,408KW,1193,EXTRACCION
114622,Motor hidráulico 4 #1 TA,6220 + 7220B,6218,"18""",MOTOR ELECTRICO,360KW,1780,EXTRACCION
114623,Motor hidráulico 5 #1 TA,6220 + 7220B,6218,"18""",MOTOR ELECTRICO,360KW,1780,EXTRACCION
113429,Molino Dizma 1,6204,6204,5”,MOTOR ELECTRICO,3/4,1735,RA
136683,Motor bomba  agua  dulce #2 Derretido.Refineria,6312 zz,6212 zz,"9 ""  Plastico ",MOTOR ELECTRICO,40 Hp,1775,RA
114676,Motor movimiento Manejadora Chiller Refinería ,6309zz ,6209 zz,"9""  de plastico",MOTOR ELECTRICO,20 Hp,1765,RA
114675,Ventilador manejadora 2A ,6312,6309,"11""",MOTOR ELECTRICO,25,1180,RA
131960,Agitador tanque caramelo diluido #1,6206,6205,"6""",MOTOR ELECTRICO,5,1750,RA
131962,Agitador tanque caramelo diluido #2,6205,6203,"6""",MOTOR ELECTRICO,3,1725,RA
122801,Bba. Hidráulica tolva a granel,6307,6206,"7""",MOTOR ELECTRICO,10,1760,RA
113422,Molino 2 preparación de semilla ,6204,6204,5”,MOTOR ELECTRICO,3/4 HP,1735,RA
113425,Molino preparación de semilla 4,6204,6204,5”,MOTOR ELECTRICO,3/4 HP,1735,RA
122703,Motor movimiento  Ajitador Tacho #1 refineria ,6316 zz,6315 zz,"9 "" Plastico",MOTOR ELECTRICO,100 Hp,1785,RA
113428,Molino preparación de semilla 5 ,6204,6204,5”,MOTOR ELECTRICO,3/4 HP,1735,RA
113427,Molino preparación de semilla 6,6204,6204,5”,MOTOR ELECTRICO,3/4 hp,1735,RA
113423,Molino preparación de semilla 7,6204,6204,5”,MOTOR ELECTRICO,3/4 HP,1735,RA
134740,ME Desfibradora de caña TA ,"NU1048 C3, 6048C3 ",NU238 C3 , 44 pulgadas ,MOTOR ELECTRICO,8000,896,EXTRACCION
114469,BBA 1 agua para preparacion de floculante a filtros ,6311,6211,10 pulgadas ,MOTOR ELECTRICO,20 hp,1770,TRATAMIENTO
126978,BBA enfriador agua para floculante ,6309,6309,10 pulgadas,MOTOR ELECTRICO,15hp,1770,TRATAMIENTO
112997,bba 1 liquidacion clarificador de jugo 1,6310,6207,10 pulgadas ,MOTOR ELECTRICO,25 hp,1765,TRATAMIENTO
138955,bba de agua preparacion floculante jugo claro ,6309,6208,10 pulgadas ,MOTOR ELECTRICO,20 hp,1770,TRATAMIENTO
136698,bba 2 de liquidacion clarificador de jugo 1,6309,6308,10 pulgadas ,MOTOR ELECTRICO,15 kw ,1760,TRATAMIENTO
138942,bba 1 de cachaza clarificador de jugo 2 ,6311,6211,10 pulgadas ,MOTOR ELECTRICO,30 hp,1765,TRATAMIENTO
138943,bba 2 de cachaza clarificador de jugo 2 ,6311,6211,10 pulgadas ,MOTOR ELECTRICO,30 hp ,1765,TRATAMIENTO
138228,horno rotativo de azufre torre 3 ,6206,6205,5 pulgadas ,MOTOR ELECTRICO,3.7o kw ,1750,TRATAMIENTO
124241,sin fin horno rotativo 2 de azufre ,6202,6202,5 pulgadas ,MOTOR ELECTRICO,0.50 hp ,1700,TRATAMIENTO
123916,horno rotativo 1 de azufre ,6206,6205,5 pulgadas ,MOTOR ELECTRICO,5.0 hp ,1710,TRATAMIENTO
124243,sin fin horno rotativo de azufre 1 ,6203,6202,5 pulgadas ,MOTOR ELECTRICO,0.50,1700,TRATAMIENTO
126919,horno 2 rotativo de azufre ,6206,6205,5 pulgadas ,MOTOR ELECTRICO,5.0 HP  ,1710,TRATAMIENTO
136701,sin fin dosificador de azufre 3 ,6205,6203,5 pulgadas ,MOTOR ELECTRICO,1 3/4 hp ,1765,TRATAMIENTO
136706,agitador tq sacarato 2 ,6207,6206,7 pulgadas ,MOTOR ELECTRICO,7.5 hp ,1770,TRATAMIENTO
126936,sin fin corto de cal,6205,6205,5 pulgadas ,MOTOR ELECTRICO,2 hp ,1750,TRATAMIENTO
122459,movimiento central jugo claro 5 ,6306,6205,5 pulgadas ,MOTOR ELECTRICO,2.2 kw ,1710,TRATAMIENTO
136700,motor bba liquidacion clarificador de jugo claro 3 ,6311,6211,10 pulgadas ,MOTOR ELECTRICO,30 hp ,1770,TRATAMIENTO
122509,movimiento central filtro jugo claro 1 ,6306,6205,5 pulgadas ,MOTOR ELECTRICO,2.2 kw ,1756,TRATAMIENTO
126963,movimiento central filtro jugo claro 3 ,6305,6205,5 pulgadas ,MOTOR ELECTRICO,2.2 kw ,1756,TRATAMIENTO
126958,movimiento central filtro jugo claro 2 ,6305,6205,5 pulgadas ,MOTOR ELECTRICO,2.2 kw ,1756,TRATAMIENTO
122521,Bba alimentación cachaza filtros 3 y 4 ,6311,6210,9 pulgadas ,MOTOR ELECTRICO,25,1775,TRATAMIENTO
122483,motor movimiento filtro banda 6 de cachaza ,6308,6207,5 pulgadas ,MOTOR ELECTRICO,3 kw ,1150,TRATAMIENTO
121099,Bba alimentación cachaza filtros 5 y 6 ,6310,6210,14 pulgadas ,MOTOR ELECTRICO,25,1775,TRATAMIENTO
126941,motor movimiento filtro banda de cachaza 3 ,6308,6207,5 pulgadas ,MOTOR ELECTRICO,4.5 kw ,1766,TRATAMIENTO
113044,M.E.  filtro banda 8 de cachaza ,6307,6207,5 pulgadas ,MOTOR ELECTRICO,4.5 kw ,1700,TRATAMIENTO
126960,M.E. ventilador de jugo claro 2 ,6308,6209,10 pulgadas ,MOTOR ELECTRICO,15 hp ,1770,TRATAMIENTO
122499,Bba floculador dinámico filtros 3y4 ,6306 ,6205,6 pulgadas ,MOTOR ELECTRICO,3 ,1710,TRATAMIENTO
126965,ventilador de jugo claro 3 ,6308,6308,10 pulgadas ,MOTOR ELECTRICO,11 kw   ,1765,TRATAMIENTO
122601,ME Floculador dinámico filtros 5 y 6 ,6306,6206 ,6 pulgadas ,MOTOR ELECTRICO,3 ,1710,RA
122385,Bba floculante filtro prensa 3 Y 4 ,6306 ,6205,6 pulgadas ,MOTOR ELECTRICO,3 ,1710,TRATAMIENTO
122533,Bba floculante filtro prensa 5 y 6 ,6306 ,6205 ,6 pulgadas ,MOTOR ELECTRICO,3 ,1710,TRATAMIENTO
122536,Bba floculante filtro prensa 7 y 8 ,6306 ,6205 ,6 pulgadas ,MOTOR ELECTRICO,3 ,1710,TRATAMIENTO
122507,ventilador de jugo claro 1,6308,6207,5 pulgadas ,MOTOR ELECTRICO,15 kw ,1765,TRATAMIENTO
136710,bba 1 floculante clarificador 2,6207,6206,5 pulgadas ,MOTOR ELECTRICO,2.0 hp ,855,TRATAMIENTO
136711,bba 2 floculante clarificador 2 de jugo ,6306,6205,5 pulgadas ,MOTOR ELECTRICO,2.2 kw ,1710,TRATAMIENTO
135437,bba 2 floculante clarificador de jugo 3 ,6305,6205,5 pulgadas ,MOTOR ELECTRICO,2.2 kw ,1756,TRATAMIENTO
122548,bba 1 floculante clarificador 1 ,6306,6205,5 pulgadas ,MOTOR ELECTRICO,2.2 kw  ,1756,TRATAMIENTO
122547,bba 2 floculante clarificador 1 ,6306,6205,5 pulgadas ,MOTOR ELECTRICO,2.2 kw ,1770,TRATAMIENTO
130809,bba 1 floculante clarificador 3 ,6306,6205,5 pulgadas ,MOTOR ELECTRICO,1.5 kw ,1710,TRATAMIENTO
136699,movimiento central clarificador 2 de jugo ,6205,6203,5 pulgadas ,MOTOR ELECTRICO,2.0 hp ,1730,TRATAMIENTO
112996,movimiento central clarificador 1 de jugo  SRI ,6206,6205,5 pulgadas ,MOTOR ELECTRICO,3 hp ,1750,TRATAMIENTO
138944,movimiento central  clarificador 3 de jugo SRI ,6205,6203,5 pulgadas ,MOTOR ELECTRICO,2.0 hp ,1725,TRATAMIENTO
112966,M.E. ventilador 1 inducido torre 1 sulfitado ,6206,6205,5  pulgadas ,MOTOR ELECTRICO,3.7  kw ,1740,TRATAMIENTO
113012,agitador tanque floculante de jugo 1 ,6206,6205,5 pulgadas ,MOTOR ELECTRICO,1 hp ,800,TRATAMIENTO
138536,ventilador inducido 1 torre 2 sulfitado ,6206,6205,5 pulgadas ,MOTOR ELECTRICO,3.7 kw ,1740,TRATAMIENTO
136708,ventilador inducido 1 torre 3 sulfitado ,6206,6205,5 pulgadas ,MOTOR ELECTRICO,3.7 kw ,1740,TRATAMIENTO
131964,Agitador tanque preparación de caramelo ,6309,6208,"9""",MOTOR ELECTRICO,7.5,1770,RA
140193,Bba. 1 Tanque preparación caramelo,6306,6205,"6""",MOTOR ELECTRICO,2.2 kw,1710,RA
140191,Bba. 2 Tanque preparación caramelo ,6306,6205,"6""",MOTOR ELECTRICO,3.7 kw,1758,RA
132520,Bba. Enfriamiento Melaza/HTM ,6308,6208,"7""",MOTOR ELECTRICO,7 1/2,1768,RA
143348,Ventilador torre enfriamiento Melaza/htm,6207,6206,"6""",MOTOR ELECTRICO,5,1755,RA
131528,Bba. Succión HTM romana ,6309,6208,"8""",MOTOR ELECTRICO,20,1765,RA
114468,Bba. 2 Tq almacén HTM ,6209,6209,"9""",MOTOR ELECTRICO,15 kw,1780,RA
121100,Bba 1 miel final romana/tq,6310,6210,"10""",MOTOR ELECTRICO,25,1775,RA
122026,Vicente Juracán ,6311,6309,"8""",MOTOR ELECTRICO,25,1770,RA
143349,30769795,6309,6309,"9""",MOTOR ELECTRICO,20,1770,RA
139729,Motor ajitador tanque precapa # 2,6205 zz,6205 zz,"5"" 1/2 de plastico",MOTOR ELECTRICO,0000,0,RA
135540,Ventilador Extractor de Vapor 2A,6206,6205,"6""",MOTOR ELECTRICO,5,1750,RA
114458,Motor  bomba de  lubricacion # 1 centrifugas de refinería ,6205zz,6204 zz,5 d plastico,MOTOR ELECTRICO,1 Hp,1730,RA
114459,Motor bomba de lubricacion  # 2 centrifugas de  refinería ,6205 zz,6204 zz,"5 ""plstico",MOTOR ELECTRICO,1 .Hp,1730,RA
140464,Bba 1 inyección 1C ,6319,6319,15,MOTOR ELECTRICO,132 kw,1785,RA
140468,Bba 2 inyeccion 1C,6319,6319,"15""",MOTOR ELECTRICO,132 kw,1785,RA
122023,Bba. 2 Despacho de Melaza ,6311,6309,"10""",MOTOR ELECTRICO,25,1770,RA
122762,Agitador vertical 1 ,6311,6211,Ventilador forzado ,MOTOR ELECTRICO,30,1765,RA
123110,Agitador vertical 2 ,6311,6211,Ventilador forzado ,MOTOR ELECTRICO,30 HP,1765,RA
129473,Agitador vertical 3 ,6312,6312,11”,MOTOR ELECTRICO,30 HP,1180,RA
113426,Agitador molino preparación semilla ,6204,6204,5”,MOTOR ELECTRICO,3/4 HP,1735,RA
113430,Molino preparación de semilla 9 ,6204,6204,5”,MOTOR ELECTRICO,0.75,1735,RA
113424,Molino preparación de semilla 3,6204,6204,5”,MOTOR ELECTRICO,0.75,1735,RA
114635,Motor Hidráulico 3 #2 ,6219+7219B,6219,18,MOTOR ELECTRICO,360kw,1780,EXTRACCION
100052,Motor Hidráulico 6 #1,6220+7220,6218,18,MOTOR ELECTRICO,360,1780,EXTRACCION
138451,Motor Hidráulico 3 # 1,6220+7220,6218,18,MOTOR ELECTRICO,180kw,1780,EXTRACCION
100054,Motor Hidráulico 6 #2,6220+7220,6218,18,MOTOR ELECTRICO,180KW,1780,EXTRACCION
121921,Motor bomba agua  condensados a  tachos re,6309zz ,6307 zz,"8"" de plastico",MOTOR ELECTRICO,15.Hp,1760,RA
122780,Motor bomba de agua condensada  a  tachos  de  refineria ,6309zz ,6208 zz,"7 "" de  aluminio",MOTOR ELECTRICO,15 Hp,1765,RA
114669,Motor movimiento Zaranda del Derretido Refineria ,6206 zz,6205 zz,"7 ""de plastico",MOTOR ELECTRICO,3 Hp,1755,RA
111301,Centrifuga 5 tacho continuo 1A,6322/C3,6316/C3VLO241,14 pulgadas,MOTOR ELECTRICO,200 KW,893,RA
136776,Centrifuga 6 tacho continuo 1A,6322/C3,6316/C3VLO241,14 pulgadas,MOTOR ELECTRICO,200 KW,893,RA
140499,Reductor torre enfriamiento #1,6309,6209,6”,MOTOR ELECTRICO,15,1765,RA
140496,Bba vacío retorno a torres de enfriamiento #2 ,6309,6209,6”,MOTOR ELECTRICO,15 ,1765,RA
140501,Bba torre de enfriamiento #1 ,6312,6310,11”,MOTOR ELECTRICO,50,1775,RA
136714,ME ventilador inducido filtro jugo claro 4 ,6308,6308,10 pulgadas ,MOTOR ELECTRICO,11 kw,1700,TRATAMIENTO
138945,ME  ventilador inducido filtro jugo claro 5 ,6308,6207,5 pulgadas ,MOTOR ELECTRICO,11 kw ,1700,TRATAMIENTO
100095,BBA 1 agua caliente a destileria ,6312,6310,10 plg,MOTOR ELECTRICO,30 kw ,1770,TRATAMIENTO
121009,BBA calentador 1 y 2  jugo claro ,6308,6207,5 plg ,MOTOR ELECTRICO,2.2 kw ,1175,TRATAMIENTO
122032,bba 2 calentador 3 y 4 de jugo claro ,6308,6207,5 plg ,MOTOR ELECTRICO,2.2 kw ,1175,TRATAMIENTO
114128,bba calentador 5 y 6 jugo claro ,6308,6207,5 plg ,MOTOR ELECTRICO,2.2 kw ,1175,TRATAMIENTO
100078,BBA 1 acido fosforico a fabrica ,6305,6205,5 plg ,MOTOR ELECTRICO,1.5 kw ,1750,TRATAMIENTO
100082,BBA 2 acido fosforico a fabrica ,6305,6205,5 plg ,MOTOR ELECTRICO,1.5 kw ,1750,TRATAMIENTO
121567,B.BA recirculacion Tanque disuelto crudo,6307,6206,"""7""",MOTOR ELECTRICO,7 1/2,1760,RA
130934,Sin fin salida a disolutor crudo,6207,6206,"""7""",MOTOR ELECTRICO,10,1755,RA
130721,Bomba 1 semilla TC 1CFC,6309-C3,6209-C3,"7"" Pulgadas",MOTOR ELECTRICO,15,1765,RA
130722,Bomba 2 semilla TC 1 CFC,6309-C3,6209-C3,"7"" pulgadas",MOTOR ELECTRICO,15,1765,RA
130941,Bomba #1 disuelto de crudo ,6309,6208,0,MOTOR ELECTRICO,20,1765,RA
130932,Elevador Azúcar crudo a disuelto ,6309,6209,"""8""",MOTOR ELECTRICO,20,1760,RA
300930,Sin fin inclinada tolva azúcar crudo ,6311,6210,"""8""",MOTOR ELECTRICO,25,1775,RA
123317,Bomba #1 envío miel final romana tanque melaza,6311,6210,"""7""",MOTOR ELECTRICO,25,1775,RA
124364,Bomba #2 envío miel final romana tanque elevado ,6311,6210,"""10""",MOTOR ELECTRICO,25,1775,RA
113481,Recibidor 3 de pasa 1ra ,6208zz,6306zz,6”,MOTOR ELECTRICO,5 HP,1765,RA
113478,Recibidor 4 de masa 1ra,6208zz,6206zz,8”,MOTOR ELECTRICO,7.5 HP,1745,RA
113489,Recibidor semilla TC 1A,6206zz,6205zz,6”,MOTOR ELECTRICO,5 HP,1775,RA
114324,Recibidor 2 semilla TC 1B y 2 B ,6206zz,6205zz,6”,MOTOR ELECTRICO,5 HP,1765,RA
