codigo sap,nombre del equipo,numero de rodamiento lado acople,numero de acople aldo ventilador,diametro ventilador,equipo,potencia,rpm,area
130636,Motor de horno de azufre ,6205,6204,15,MOTOR ELECTRICO,2,1730,TRATAMIENTO
130633,Motor de sin fin de azufre ,6205,6203,14.5 cm,MOTOR ELECTRICO,1/2,1755,TRATAMIENTO
130606,Bba invertido #3,6311,6211,12”,MOTOR ELECTRICO,40,1770,RA
129469,Motor 2 agua fria vertical CV3,6312-2z,6212-2z,7 pulgadas,MOTOR ELECTRICO,40HP,3555,RA
129448,ME DC Molino #3 TA,6332,6330,22 5/8 pulgadas ,MOTOR ELECTRICO,895 KW,850,EXTRACCION
128078,Agitador tacho 11,6316,6316,12”,MOTOR ELECTRICO,100 HP,1780,RA
128070,Ventilador ambiental,6206,6205,"7""",MOTOR ELECTRICO,2HP,1175,RA
128068,Ventilador ambiental ,6206,6205,"7""",MOTOR ELECTRICO,2HP,1175,RA
127069,Bomba 3 de segunda alta pureza ,6312,6312,"7""",MOTOR ELECTRICO,40HP,1780,RA
127045,Intermedio 5 ,6314,6314,8 1/2,MOTOR ELECTRICO,60,1780,EXTRACCION
127039,Agitador tacho 9 ,6316,6316,12”,MOTOR ELECTRICO,100,1780,RA
127038,Agitador tacho 8 ,6316,6316,11”,MOTOR ELECTRICO,100 HP,1780,RA
127037,Grano mejorado 1ra,6206,6205,6”,MOTOR ELECTRICO,5 HP,1740,RA
127035,Recibidor 2 masa primera ,6206,6205,6”,MOTOR ELECTRICO,5 HP,1765,RA
127026,Agitador tanque Fooculante ,6205,6203,4 pulgadas ,MOTOR ELECTRICO,1.50 HP ,1755,RA
127018,Lubricación planetario Molino 1 TB,6308 ,6207,8,MOTOR ELECTRICO,12.5,1765,EXTRACCION
126996,Bomba de vacío tacho # 14 ,6312,6311,7”,MOTOR ELECTRICO,40 HP,1780,RA
126929,Motor bomba  agua  caliente # 2  refinería ,6309 zz,6309 zz,"6 ""  de plastico",MOTOR ELECTRICO,20 Hp,3555,RA
126921,Motor Bba condensado filtro banda #2,6208,6205,6 pulgadas ,MOTOR ELECTRICO,10 hp,3525,RA
126913,Conductor Inclinado auxiliar T.A,6312,6311,10,MOTOR ELECTRICO,40,1780,CALDERAS
126900,Conductor principal de bagazo # 3,6312,6210,10,MOTOR ELECTRICO,50,1770,CALDERAS
124714,Bomba 1 colectores de hollin,6322C3,6319C3,14',MOTOR ELECTRICO,220 KW,1790,CALDERAS
124712,Bomba colectores de Hollín 2,6322C3,6319C3,10',MOTOR ELECTRICO,220 KW,1790,CALDERAS
124559,Lubricacion de conductor Auxiliar TA,6204,6203,4,MOTOR ELECTRICO,1.5,1715,EXTRACCION
124552,Bomba # 1 de masa 1ra tachos 15 y 16 ,6312,6312,10”,MOTOR ELECTRICO,40,1780,RA
124549,Motor 2 de condensado tacho continuo 2A,6307-2z,6206-2z,6 pulgadas,MOTOR ELECTRICO,7.5HP,1770,RA
124547,Motor 1 de condensado Tacho continuo 2A,6307-2z,6206-2z,6 pulgadas,MOTOR ELECTRICO,7.5,1770,RA
124545,Motor 3 de vacio tacho continuo 2A,6316-C3,6314-C3,12 pulgadas,MOTOR ELECTRICO,100HP,1775,RA
124543,Motor 2 de vacio tacho continuo 2A,6316-C3,6314-C3,12 pulgadas,MOTOR ELECTRICO,100HP,1775,RA
124541,Motor de vacio 1 tacho continuo 2A,6316-C3,6314-C3,12 pulgadas,MOTOR ELECTRICO,100HP,1775,RA
124533,Motor 2 de semilla tacho continuo 2A,6309-2z,6209-2z,7 pulgadas,MOTOR ELECTRICO,20HP,1765,RA
124530,Motor 1 de semilla Tacho continuo 2A,6309-2z,6209-2z,7 pulgadas,MOTOR ELECTRICO,20HP,1765,RA
124527,Motor 2 de masa tacho continuo 2A,6316-2z-c3,6316-2z-c3,7 pulgadas,MOTOR ELECTRICO,100HP,1780,RA
124527,Motor 2 de masa tacho continuo 2A,6314-2Z,6314-2Z,7 pulgadas,MOTOR ELECTRICO,60HP,1775,RA
124527,Motor 2 de masa tacho continuo 2A,6314-2Z,6314-2Z,7 pulgadas,MOTOR ELECTRICO,60HP,1775,RA
124523,Motor 1 de masa tacho continuo 2A,6316-2z-c3,6316-2z-c3,7 pulgadas,MOTOR ELECTRICO,100,1780,RA
124523,Motor masa 1 tacho continuo 2A,6314-2Z,6314-2Z,7 pulgadas,MOTOR ELECTRICO,60HP,1775,RA
124523,Motor masa 1 tacho continuo 2A,6314-2Z,6314-2Z,7 pulgadas,MOTOR ELECTRICO,60HP,1775,RA
124520,Planetario conductor auxiliar TA.,6319,6319,"12""",MOTOR ELECTRICO,214,1788,EXTRACCION
124494,Cepillo de limpieza conductor 1 TB,6309,6209,"8""",MOTOR ELECTRICO,15,1770,EXTRACCION
124494,Cepillo de limpieza conductor de caña 1 TB,6309,6209,"8""",MOTOR ELECTRICO,15,1770,EXTRACCION
124483,Elevador de azúcar humeda centrifugas 1A,6309-2z-j/c3,6309-2z-j/c3,7 pulgadas,MOTOR ELECTRICO,15,1775,RA
124479,MELADURA EVAPORADS 1,6316,6316,18CM,MOTOR ELECTRICO,75,1199,TRATAMIENTO
124466,Conductor 3 sacos llenos ,6005,6204,5 pulgadas ,MOTOR ELECTRICO,1 hp ,1730,RA
124465,Conductor 2 sacos llenos ,6005,6204,5 pulgadas ,MOTOR ELECTRICO,1 hp,1650,RA
124464,Conductor 1 sacos llenos ,6204,6203,4 pulgadas ,MOTOR ELECTRICO,1 hp,1790,RA
124453,Centrífuga 9 de segunda ,6316,6316,"11""",MOTOR ELECTRICO,100HP,1785,RA
124450,Me bomba 2 tq disuelto de terrones ,6312,6312,"10""",MOTOR ELECTRICO,40,1775,RA
124449,Bba. Disolutor de Terrones #1,6312,6311,10,MOTOR ELECTRICO,40,1775,RA
124383,Agitador tacho continuo 1A,6314Z-C3,6314Z-C3,9,MOTOR ELECTRICO,60HP,1780,RA
124379,Movimiento filtro banda de licor ,6306,6205,4 pulgadas ,MOTOR ELECTRICO,3 h0,1710,RA
124370,Elevador de azúcar humedad centrifugas 2A,6309-2z-j/c3,6309-2z-j/c3,7 pulgadas,MOTOR ELECTRICO,15,1775,RA
124367,Ventilador interno secadora 2A hacia manejadora,6311,6211,"12""",MOTOR ELECTRICO,30HP,1765,RA
124367,Ventilador interno secadora 2A hacia manejadora,6311,6211,"12""",MOTOR ELECTRICO,30HP,1765,RA
124347,Bomba 4 de segunda alta pureza ,6312,6312,"7""",MOTOR ELECTRICO,40HP,1780,RA
124272,Parrilla 2 caldera 7,6205,6204,4 pulgadas,MOTOR ELECTRICO,1,1150,CALDERAS
124272,Parrilla 2 caldera 7,6205,6204,4,MOTOR ELECTRICO,1,1150,CALDERAS
124269,Parrilla 1 caldera 7,6205,6203,No usa,MOTOR ELECTRICO,1,1145,CALDERAS
124245,BBa meladura clarificada hacia tachos #1,6316,6316,27 cm ,MOTOR ELECTRICO,100 HP,1785,TRATAMIENTO
124244,Bba meladura clarificada hacia tachos ,6316,6316,15 cm ,MOTOR ELECTRICO,100,1785,TRATAMIENTO
124096,Bomba 1 fosa recirculación de agua ,6316,6316,10',MOTOR ELECTRICO,74.60 KW,1780,CALDERAS
124070,Bomba 2 jugo mezclado TA,6319,6316,9,MOTOR ELECTRICO,150,1780,EXTRACCION
124066,criba de fábrica ,6309,6209,"""9""",MOTOR ELECTRICO,10,1175,RA
124065,criba del 2 A,6206,6205,"""6""",MOTOR ELECTRICO,2,1170,RA
124063,criba del 1 A,6206,6205,6,MOTOR ELECTRICO,2,1175,RA
124061,Rastrillo TB,6309,6309,"8""",MOTOR ELECTRICO,20,1770,EXTRACCION
124061,Rastrillo TB,6309,6309,"8""",MOTOR ELECTRICO,20,1770,EXTRACCION
124059,Banda 1 TB,6308,6207,"5""",MOTOR ELECTRICO,10,1765,EXTRACCION
124059,Conductor 1 trash TB,6308,6207,"5""",MOTOR ELECTRICO,"10""",1765,EXTRACCION
123919,Bba quíntuple efecto #1,6318,6213,45 cm,MOTOR ELECTRICO,75,890,TRATAMIENTO
123910,Planetario conductor 1 TA,6319,6319,12,MOTOR ELECTRICO,170,1788,EXTRACCION
123910,Planetario conductor 1 TA,6319,6319,12,MOTOR ELECTRICO,170 Hp,1788,EXTRACCION
123897,Ventilador torre enfriamiento TB,6309,6209,"9""",MOTOR ELECTRICO,15,1760,EXTRACCION
123897,Ventilador torre enfriamiento TB,6309,6209,"9""",MOTOR ELECTRICO,15,1760,EXTRACCION
123857,Bba retorno de agua reductores molinos ,6307,6309,9,MOTOR ELECTRICO,20,1770,EXTRACCION
123854,Bba maceración 2 TA ,6313,6212,9,MOTOR ELECTRICO,40,1190,EXTRACCION
123849,Bba circulación de agua TB,6309,6208,"8""",MOTOR ELECTRICO,20,1760,EXTRACCION
123849,Bba retornó de agua patio TB,6309,6208,"8""",MOTOR ELECTRICO,20,1760,EXTRACCION
123820,Bba retorno de agua molinos TA,6313,6313,10,MOTOR ELECTRICO,40,1190,EXTRACCION
123812,BBA retorno agua patio TA,6309,6209,"8""",MOTOR ELECTRICO,20,1775,EXTRACCION
123274,Centrifuga 7 ,6312,6212,"7""",MOTOR ELECTRICO,50,1775,RA
123270,Sin fin transversal t/c 1A,6309,6209,8,MOTOR ELECTRICO,20,1768,RA
123255,Bba de Maceración 1,6314,6314,"9""",MOTOR ELECTRICO,60,1775,EXTRACCION
123242,Bba 2 lubricación rotor desfibradora TB,6204,6203,"5""",MOTOR ELECTRICO,1,1747,EXTRACCION
123241,Bba 1 lubricación rotor desfibradora ,6204,6203,"5""",MOTOR ELECTRICO,1,1747,EXTRACCION
123238,Bba lubricación tanque elevado desfibradora,6204,6203,"5""",MOTOR ELECTRICO,75,1,EXTRACCION
123233,Bba lubricación desfibradora,6306,6306,"5""",MOTOR ELECTRICO,3,1755,EXTRACCION
123227,Tambor alimentador desfibradora TB,Nu 316,6316,"12""",MOTOR ELECTRICO,148,1785,EXTRACCION
123201,Bba 1 retorno agua caliente secadora ,6311 2Z C3,6210 2Z C3,"8""",MOTOR ELECTRICO,30 HP,1775,RA
123198,Recibidor 2 de masa tachos 15 y 16 ,6206,6205,6”,MOTOR ELECTRICO,5 HP,1758,RA
123198,Recibidor de masa 2 tacho 15 y 16 ,6206,6205,6”,MOTOR ELECTRICO,5,1758,RA
123197,Recibidor 1 de masa tachos 15 y 16 ,6206,6205,6”,MOTOR ELECTRICO,5,1758,RA
123197,Recibidor de masa 1 Tachos 15 y 16,6206,6205,6”,MOTOR ELECTRICO,5,1785,RA
123196,Granero fino de 3ra tacho 15 y 16,6206,6205,6”,MOTOR ELECTRICO,5 Hp,1765,RA
123190,Bba vacío tacho 15 fabrica ,6314,6314,10”,MOTOR ELECTRICO,40 HP ,1180,RA
123189,Bba. Vacío tacho 16 ,6314 ,6314,11”,MOTOR ELECTRICO,40,1180,RA
123185,Conductor principal de bagazo # 2,6318,6313,14,MOTOR ELECTRICO,150,1785,CALDERAS
123182,Agitador tacho 16 fabrica ,6316,6315,12”,MOTOR ELECTRICO,100 HP,1786,RA
123128,Motor 2 de agua fria cristalizador vertical 1,6312-2z,6311-2z,8 pulgadas,MOTOR ELECTRICO,40 HP,3530,RA
123118,Motor 2 de agua caliente cristalizador vertical 1 y 2,6212-2z,6212-2z,7 pulgadas,MOTOR ELECTRICO,40 HP,1770,RA
123116,Motor 1 de agua caliente cristalizador vertical 1 y 2,6212-2z,6212-2z,7 pulgadas,MOTOR ELECTRICO,40 HP,1770,RA
123104,Motor Bba de espuma #1,6309,6208,8 pulgadas ,MOTOR ELECTRICO,20 hp,1760,RA
123101,Bba de colorante #2,6303,6203,4 pulgadas ,MOTOR ELECTRICO,0.75,1700,RA
123092,ME Bba de Ácido fosforico #1,6303,6203,4 pulgadas ,MOTOR ELECTRICO,3/4= 0.75,1700,RA
123080,ME Bba de Sacarato #1,6304,6304,5 pulgadas ,MOTOR ELECTRICO,1,1751,RA
123033,Bba. Vacío tacho 11,6312,6210,12”,MOTOR ELECTRICO,40 HP,1775,RA
123019,Bba maceración 4 TA,6313,6312,9,MOTOR ELECTRICO,50,1190,EXTRACCION
122815,Recibidor masa 3ra 1 ,6206,6205,6”,MOTOR ELECTRICO,5 HP,1750,RA
122813,Mezclador tacho continuo 2A,6206-2z,6205-2z,6 pulgadas,MOTOR ELECTRICO,5 HP,1750,RA
122811,Recibidor 1 primera,6206,6205,6”,MOTOR ELECTRICO,5 HP,1765,RA
122807,Recibidor 2 de masa de segunda tacho continuo 2A,6206-2Z,6205-2Z,6 pulgadas,MOTOR ELECTRICO,5 HP,1765,RA
122807,Recibidor 2 masa 2da 3ra ,6206,6205,6”,MOTOR ELECTRICO,5 HP,1765,RA
122794,BBA lubricacion 2 de pre-picadora TA,6307,6206,8,MOTOR ELECTRICO,3,865,EXTRACCION
122779,Motor 1 de condensado C1/C2 de tacho continuo 1B,6206-2Z,6205-2Z,300 Mega ohmios,MOTOR ELECTRICO,5 HP,1750,RA
122778,Mesa 4 TB,6312,6311,"10""",MOTOR ELECTRICO,40,1775,EXTRACCION
122777,Bba jugo filtrado 1 TB,6220,6313,"12""",MOTOR ELECTRICO,150,1775,EXTRACCION
122764,Bomba de condensadosnde salchicha #2 ,6318,6318,14',MOTOR ELECTRICO,150 HP,1785,CALDERAS
122757,Centrifuga 8 de tercera ,6317,6317,"13""",MOTOR ELECTRICO,101kw,1775,RA
122750,Centrifuga 6 de tercera ,6316,6316,"12""",MOTOR ELECTRICO,140hp,1783,RA
122741,Mesa 3 TB ,6312,6311,"12""",MOTOR ELECTRICO,40,1775,EXTRACCION
122730,Bba#2 vacío melador E4,6313 ,6220,39?5,MOTOR ELECTRICO,125,1780,TRATAMIENTO
122708,Bba de inyección de agua a refinería #4,6220,6313,30 cm,MOTOR ELECTRICO,125,1780,RA
122706,Bba de vacío tachos refinería #1,6313,6313,13 pulgadas ,MOTOR ELECTRICO,40 HP,1190,RA
122703,Motor ajitador tacho #1 refineria,6316zz,6315zz .,9. 3/4  ,MOTOR ELECTRICO,100 HP,1785,RA
122689,Bba de vacío tacho 1 fábrica ,6312,6311,11”,MOTOR ELECTRICO,40,1775,RA
122688,Bomba 1 Jugo mezclado TA,6318,6318,9,MOTOR ELECTRICO,150,1780,EXTRACCION
122686,Bba 1 mezclados TB,6318,6318,"12""",MOTOR ELECTRICO,150,1780,EXTRACCION
122667,Ventilador #1 espi caldera 7,6205,6204,"6""",MOTOR ELECTRICO,2 HP,3475,CALDERAS
122665,Hidraulica de ceniza ,6308,6308,8,MOTOR ELECTRICO,15,1760,CALDERAS
122606,Triturador de carbon,Nu312,6312,9,MOTOR ELECTRICO,50,1765,CALDERAS
122606,Triturador de carbon,NU312,6312,9,MOTOR ELECTRICO,50,1765,CALDERAS
122604,Conductor arrastra de ceniza # 1,6307,6206,6,MOTOR ELECTRICO,7.5,1770,CALDERAS
122602,Sin fin de descarga ceniza,6208,6208,8,MOTOR ELECTRICO,7.5,1740,CALDERAS
122600,Nivelador tolva de ceniza seca,6203,6203,6,MOTOR ELECTRICO,11600,1600,CALDERAS
122593,Conductor de ceniza humeda ,6307,6206,6,MOTOR ELECTRICO,7.5,1770,CALDERAS
122590,Conductor de carbón # 6,6309,6208,8,MOTOR ELECTRICO,15,1765,CALDERAS
122589,Conductor de carbón # 5,6311,6309,8,MOTOR ELECTRICO,25,1770,CALDERAS
122588,Conductor de carbón # 4,6307,6206,6,MOTOR ELECTRICO,10,1770,CALDERAS
122587,Conductor de carbón # 3,6311,6309,8,MOTOR ELECTRICO,25,1770,CALDERAS
122586,Conductor de carbón # 2,6309,6208,8,MOTOR ELECTRICO,20,1765,CALDERAS
122585,Conductor de carbón # 1,6309,6209,8,MOTOR ELECTRICO,15,1770,CALDERAS
122526,bomba 2 miel primera,6311,6210,"""11""",MOTOR ELECTRICO,25,17758,RA
122512,Bba # 2 agua caliente  centrífuga de 1ra ,6310,6208,7”,MOTOR ELECTRICO,15,3530,RA
122438,Bba floculante clarificador de meladura # 3,6306,6205,10,MOTOR ELECTRICO,2,1710,TRATAMIENTO
122435,Bba floculante clarificador de meladura #2,6306,6205,10,MOTOR ELECTRICO,2,1710,TRATAMIENTO
122432,Bba floculante clarificador de meladura #1,6306,6205,10 cm,MOTOR ELECTRICO,2,1710,TRATAMIENTO
122421,Bba Ácido fosfórico #1,6205,6204,10,MOTOR ELECTRICO,0.75 ,825,TRATAMIENTO
122388,Bba sacarato clarificación de meladura a tachos #3 ,6306,6205,10,MOTOR ELECTRICO,2,1710,TRATAMIENTO
122194,Motor movimiento ventilador  Enfriadora ,6311 zz,6211 zz,"8""  plastico ",MOTOR ELECTRICO,30 Hp,1765,RA
122144,Nivelador 1 de mesa de caña 1 TA.,6313,6312,"9""",MOTOR ELECTRICO,60,1785,EXTRACCION
122140,Nivelador conductor 1 TB ,6313,6312,"9""",MOTOR ELECTRICO,60,1785,EXTRACCION
122140,nivelador conductor 1 tb,6313,6312,"9""",MOTOR ELECTRICO,60,1785,EXTRACCION
122117,Mesa de caña 2 TA.,6313,6312,"9""",MOTOR ELECTRICO,75,1780,EXTRACCION
122112,Mesa de caña 1 TA,6313,6312,"9""",MOTOR ELECTRICO,75,1780,EXTRACCION
122111,Filtro bagacillo TA,6311,6211,9,MOTOR ELECTRICO,25HP,1760,EXTRACCION
122032,Bba condensado alcalizado 3y4,6208,6206,13 cm,MOTOR ELECTRICO,10,1750,TRATAMIENTO
122028,Conductor principal #1,6319,6316,3.4 ,MOTOR ELECTRICO,150,1780,CALDERAS
122004,Bomba de agua #4 alimentación calderas ,6314,6314,14'',MOTOR ELECTRICO,500 HP,3575,CALDERAS
122004,Bomba de agua #4 alimentación calderas ,6314,6314,14'',MOTOR ELECTRICO,500 HP,3575,CALDERAS
121990,M.Licor Filtrado a tratamiento #2,6312,6312,7 pulgadas ,MOTOR ELECTRICO,50HP,1780,RA
121976,Motor Bba licor no tratado #2,6312,6312,8 pulgadas ,MOTOR ELECTRICO,50 hp,1780,RA
121952,Bba transferencia D2,6217,6214,41 cm,MOTOR ELECTRICO,60,1185,TRATAMIENTO
121951,Bomba de vacío tacho #10,6312,6212,9”,MOTOR ELECTRICO,30 hp,1175,RA
121930,Bba contra incendios,6311,6211,20,MOTOR ELECTRICO,25,1525,TRATAMIENTO
121928,bba de enfriamiento para evaporadores,6311,6319,24 Cm,MOTOR ELECTRICO,30,1170,TRATAMIENTO
121899,ME Bba 1 Agua Caliente Centrífugas 1ra,6309,6307,"7""",MOTOR ELECTRICO,15hp,3450,RA
121811,"Imbibicion Aux. TA, TB",6312,6212,"9""",MOTOR ELECTRICO,40,1775,EXTRACCION
121794,Forzado auxiliar caldera 6A ,6318zz ,6316zz ,"16""",MOTOR ELECTRICO,200 ,1780,CALDERAS
121792,Ventilador forzado 2 caldera 6A ,6318zz ,6314zz ,"14""",MOTOR ELECTRICO,200 ,1785,CALDERAS
121789,Bba de Maceración 2,6312,6212,"8""",MOTOR ELECTRICO,50,1770,EXTRACCION
121769,Agitador tanque Sacarato ,6205,6205,5 pulgadas ,MOTOR ELECTRICO,1.5 hp,1750,RA
121763,Motor Bba de espuma #2 ,6309,6209,7 pulgadas ,MOTOR ELECTRICO,20 hp ,1775,RA
121753,M. Licor filtrado a tratamiento #1,6312,6312,7 pulgadas ,MOTOR ELECTRICO,50 HP,1780,RA
121728,Agitador tanque reacción #2,6205,6203,5 pulgadas ,MOTOR ELECTRICO,1.50 hp,1755,RA
121724,Agitador tanque reacción #1,6204,6204,4 pulgadas ,MOTOR ELECTRICO,1-1/2 hp,1720,RA
121721,Areador #1 clarificador de licor ,6206,6205,6 pulgadas ,MOTOR ELECTRICO,2 HP,1760,RA
121706,Motor Bba de licor no tratado #1,6312,6312,8,MOTOR ELECTRICO,50 hp,1780,RA
121705,Bba condesado alcalizado 2,6308,6207,15 cm,MOTOR ELECTRICO,7.5,1725,TRATAMIENTO
121689,Bba de vacío #1 Tachos fábrica ,6312,6311,11”,MOTOR ELECTRICO,40 ,1775,RA
121688,Movimiento  motor  ajitador # 4 Refineria ,6314 zz,6210 zz,"12"" aluminio ",MOTOR ELECTRICO,75 Hp,1775,RA
121648,Nivelador mesa caña 2 TB,6312,6212,"11""",MOTOR ELECTRICO,40,1775,EXTRACCION
121604,Agitador licor no tratado ,6306,6306,5 pulgadas ,MOTOR ELECTRICO,5 hp ,1770,RA
121600,Motor Bba de vacío tacho auxiliar ,6311,6211,12 pulgadas ,MOTOR ELECTRICO,50 h0,1775,RA
121593,Conductor Inclinado T.B,6311,6211,8,MOTOR ELECTRICO,40,1775,CALDERAS
121587,Bba lubricación planetario cañera molino 6 TB,6206,6206,6,MOTOR ELECTRICO,4,1760,EXTRACCION
121570,Motor dc molino 5TB ,6332 C3,6330 C3,"22"" 3/4",MOTOR ELECTRICO,895 kw,850,EXTRACCION
121133,Forzado secundario 1 caldera 7A ,6319zz ,6316zz ,"14""",MOTOR ELECTRICO,250 ,1780,CALDERAS
121124,Nivelador 1 conductor 2 TB,6311,6311,"8""",MOTOR ELECTRICO,50,1775,EXTRACCION
121124,Nivelador 1 conductor de caña 2 ,6311,6311,"8""",MOTOR ELECTRICO,50,1775,EXTRACCION
121105,Meladura evaporada 2,6316,6313,20.5 CM,MOTOR ELECTRICO,75,1885,TRATAMIENTO
121094,Bba maceración 1 TA,6313,6212,9,MOTOR ELECTRICO,75,1776,EXTRACCION
121092,Ventilador  secadora refinería ,6310zz,6208zz,8 .3/4,MOTOR ELECTRICO,30 Hp,1750,RA
121092,Motor movimiento ventilador Secadora ,6310zz,6208zz ,8. 3/4 de aluminio,MOTOR ELECTRICO,30 Hp,1750,RA
121078,Centrífugas #3 de segunda ,6312,6311,12”,MOTOR ELECTRICO,50,1770,RA
121067,Bomba de vacío auxiliar 2A/3A tachos fabrica ,6314,6314,15”,MOTOR ELECTRICO,75 HP,1775,RA
121061,BBa de meladura no clarificada ,6314,6314,25 cm ,MOTOR ELECTRICO,60 HP,1775,TRATAMIENTO
121060,Bomba 2 fosa recirculación de agua calderas,6314,6210,10',MOTOR ELECTRICO,75 HP,1775,CALDERAS
121048,Motor 1 de vacio de tacho continuo 1A,6316-2Z,6313-2Z,12 pulgadas,MOTOR ELECTRICO,75 HP,1180,RA
121043,Hidráulico arado #1,6311,6211,10,MOTOR ELECTRICO,50,1765,CALDERAS
121025,Over fire secundario caldera 6A ,6313zz ,6212zz ,"14""",MOTOR ELECTRICO,75,1770,CALDERAS
121020,Imbibicion 3 TB,6314,6312,"12""",MOTOR ELECTRICO,60,1780,EXTRACCION
121017,M. Bba de vacío #5 tachos Refinería ,6311,6309,10 pulgadas ,MOTOR ELECTRICO,30,1750,RA
121005,Conductor transversal,6309,6307,8,MOTOR ELECTRICO,15,1760,CALDERAS
121005,Conductor transversal,6309,6307,8,MOTOR ELECTRICO,15,1760,CALDERAS
120994,Bomba de agua Aux colonia ,6308,6207,"7""",MOTOR ELECTRICO,7.5HP,1765,RA
120992,Bba lubricación pre picadora TB ,6205,6203,"4""",MOTOR ELECTRICO,1,1725,EXTRACCION
120967,Conductor Inclinado T.A,6311,6211,10,MOTOR ELECTRICO,40,1775,CALDERAS
120962,Conductor de bagazo banda 84,6314,6314,10,MOTOR ELECTRICO,75,1775,CALDERAS
120948,Motor 2 de vacio de tacho continuo 1A,6316-2Z,6313-2Z,12 pulgadas,MOTOR ELECTRICO,75 HP,1180,RA
120924,Me tornillo sinfin #1 de 3ra,6309,6209,"14""",MOTOR ELECTRICO,60,1760,RA
120432,Agitador tacho 7 Fábrica ,6214,6214,11”,MOTOR ELECTRICO,100,1780,RA
120424,Alimentador de bagazo 1 caldera 6,6207,6206,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
120406,Motor bomba agua  dulce  # 1,6309zz 6309zz ,6309zz  ,"6 "" plastico ",MOTOR ELECTRICO,20,0,RA
119794,Hidráulico de arado # 2,6312,6212,10,MOTOR ELECTRICO,50,1755,CALDERAS
114674,Bomba 1 miel final de tercera ,6311,6208,"8""",MOTOR ELECTRICO,30HP,1760,RA
114673,Bomba miel final de tercera # 2 ,6310,6210 ,8” ,MOTOR ELECTRICO,30 HP ,1775,RA
114672,bomba htm fabrica a romana,6311,6309,"""10""",MOTOR ELECTRICO,25,1760,RA
114668,Motor Wash Tacho continuo 2A,6309-2z,6207-2z,7 pulgadas,MOTOR ELECTRICO,20HP,1770,RA
114667,Motor 2 de miel primera tacho continuo 2A,6311-2z,6308-2z,7 pulgadas,MOTOR ELECTRICO,30 HP,1780,RA
114666,Motor 1 miel primera tacho continuo 2A,6311-2z,6309-2z,7 pulgadas,MOTOR ELECTRICO,30HP,1780,RA
114660,Bomba #1 material Azucarado a destileria,6309,6207,"""9""",MOTOR ELECTRICO,20,1770,RA
114651,Bomba 1 miel primera ,6311,6309,"10""",MOTOR ELECTRICO,30,1780,RA
114634,Bba lubricación chumaceras farval 1,6205,6203,6,MOTOR ELECTRICO,1,1760,EXTRACCION
114633,Bba lubricación chumaceras farval 3,6205,6203,6,MOTOR ELECTRICO,1,1750,EXTRACCION
114632,Falval 2,6205,6203,4,MOTOR ELECTRICO,2,1755,EXTRACCION
114631,Falval 2,6205,6203,4,MOTOR ELECTRICO,1,1725,EXTRACCION
114616,ME ventilación externa motor Molino 5 TB,6311-C3,6211-z-c3,9,MOTOR ELECTRICO,20 HP,870,EXTRACCION
114615,Ventilación interna motor molino 5 TB ,6311_C3,6211_C3,9,MOTOR ELECTRICO,20 HP,870,EXTRACCION
114608,Ventilación interna motor molino 3 TB,6311 C2,6211 C3,9,MOTOR ELECTRICO,20 HP,870,EXTRACCION
114599,ME ventilación externa molino #5 TA,6311-c3,6211-Z-C3,9 ,MOTOR ELECTRICO,25 HP,1165,EXTRACCION
114592,Centrífugas 10 de segunda ,6217,6214,14”,MOTOR ELECTRICO,100,1785,RA
114569,Alimentador de bagazo 4 caldera 5,6207,6206,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
114568,Alimentador de bagazo 5 caldera5,6207,6206,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
114567,Alimentador de bagazo 2 caldera 5,6207,6206,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
114566,Alimentador de bagazo 8 caldera 6,6207,6206,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
114565,Alimentador de bagazo 1 caldera 5,6207,6206,"8""3/4",MOTOR ELECTRICO,10,1755,CALDERAS
114564,Bba 2 torre enfriamiento agua ,6312,6312,"10""",MOTOR ELECTRICO,40,1775,CALDERAS
114564,Bomba 2 de torre enfriamiento de agua,6312,6312,"9""",MOTOR ELECTRICO,40hp,1775,CALDERAS
114563,Bba 1 torre enfriamiento agua ,6312,6312,"10""",MOTOR ELECTRICO,40,1775,CALDERAS
114563,Bomba 1de torre enfriamiento de agua,6312,6312,"9""",MOTOR ELECTRICO,40,1775,CALDERAS
114562,Alimentador de carbon 2 caldera 7,6205,6203,No usa,MOTOR ELECTRICO,1,1145,CALDERAS
114561,Alimentador de carbón 7 caldera 7,6205,6203,No usa ,MOTOR ELECTRICO,1,1145,CALDERAS
114560,Alimentador 3 caldera 7,6205,6203,No usa,MOTOR ELECTRICO,1,1145,CALDERAS
114559,Alimentador de carbon 6 caldera 7,6205,6203,No usa,MOTOR ELECTRICO,1,1145,CALDERAS
114558,Pateador # 5,6205,6203,No tiene,MOTOR ELECTRICO,1,1140,CALDERAS
114557,Alimentador de carbón 9 caldera 7,6205,6203,No usa,MOTOR ELECTRICO,1,1145,CALDERAS
114556,Alimentador de carbón 1 caldera 7,6205,6203,No usa ,MOTOR ELECTRICO,1,1145,CALDERAS
114555,Alimentador de carbón 8 caldera 7,6205,6203,No usa ,MOTOR ELECTRICO,1 ,1145,CALDERAS
